usage_id,booking_id,service_id,quantity,total_price
2454,1253,5,5,620
2455,1763,4,4,92
2456,4543,2,3,246
2457,2354,6,5,135
2458,2785,5,1,124
2459,4116,8,2,192
2460,1611,8,3,288
2461,4306,6,5,135
2462,302,3,1,130
2463,369,3,2,260
2464,2792,1,3,336
2465,4670,6,5,135
2466,4851,1,3,336
2467,1743,2,4,328
2468,4188,3,2,260
2469,187,2,5,410
2470,1733,6,1,27
2471,1628,1,4,448
2472,3469,8,4,384
2473,1124,6,2,54
2474,4197,9,5,530
2475,3716,7,5,430
2476,2555,6,2,54
2477,986,7,5,430
2478,2165,2,3,246
2479,2702,8,4,384
2480,4849,2,3,246
2481,1628,9,4,424
2482,913,7,4,344
2483,989,9,3,318
2484,4015,5,5,620
2485,4340,9,5,530
2486,4045,7,3,258
2487,1344,3,3,390
2488,2434,8,4,384
2489,4201,7,5,430
2490,3448,4,3,69
2491,2349,5,2,248
2492,565,3,5,650
2493,2056,9,5,530
2494,675,4,3,69
2495,4540,2,1,82
2496,1123,9,3,318
2497,4823,4,3,69
2498,635,7,2,172
2499,2290,2,3,246
2500,3615,6,2,54
2501,752,3,3,390
2502,3477,8,3,288
2503,2455,8,4,384
2504,2003,4,3,69
2505,851,9,3,318
2506,3449,8,5,480
2507,979,6,2,54
2508,3339,5,4,496
2509,3677,3,1,130
2510,2949,5,4,496
2511,4592,8,3,288
2512,1686,7,1,86
2513,4565,6,5,135
2514,3392,5,1,124
2515,319,6,1,27
2516,3494,4,4,92
2517,3684,5,1,124
2518,4005,3,3,390
2519,4701,2,4,328
2520,2059,1,1,112
2521,4564,5,4,496
2522,2281,3,1,130
2523,4235,4,1,23
2524,2307,6,4,108
2525,1114,8,5,480
2526,2267,3,2,260
2527,4687,9,2,212
2528,472,5,2,248
2529,2777,4,3,69
2530,2023,5,4,496
2531,2612,9,1,106
2532,253,5,1,124
2533,242,7,5,430
2534,1114,6,3,81
2535,3142,7,2,172
2536,2895,2,3,246
2537,1998,1,3,336
2538,3925,7,2,172
2539,1336,2,2,164
2540,89,8,3,288
2541,303,3,2,260
2542,1566,9,5,530
2543,1036,4,5,115
2544,4829,1,4,448
2545,2736,2,3,246
2546,687,4,3,69
2547,635,3,1,130
2548,1235,1,5,560
2549,4655,4,3,69
2550,2423,9,4,424
2551,4157,5,3,372
2552,4633,3,5,650
2553,589,1,2,224
2554,2427,1,1,112
2555,3475,4,2,46
2556,2868,3,2,260
2557,4610,7,1,86
2558,3429,5,5,620
2559,507,2,3,246
2560,3770,8,2,192
2561,1317,4,2,46
2562,1046,1,5,560
2563,1263,2,4,328
2564,1814,6,1,27
2565,4424,5,1,124
2566,3490,6,1,27
2567,3109,8,1,96
2568,1943,1,4,448
2569,4094,9,5,530
2570,1838,4,1,23
2571,1020,2,3,246
2572,3478,1,5,560
2573,3137,9,2,212
2574,2015,9,4,424
2575,1345,6,5,135
2576,174,2,3,246
2577,642,5,2,248
2578,1271,2,1,82
2579,626,2,5,410
2580,1270,6,1,27
2581,3506,4,2,46
2582,2384,3,5,650
2583,759,7,4,344
2584,4162,4,3,69
2585,3276,4,5,115
2586,3909,1,3,336
2587,4990,1,3,336
2588,1740,5,2,248
2589,2499,7,3,258
2590,4416,3,5,650
2591,3671,9,5,530
2592,708,7,2,172
2593,4268,4,5,115
2594,4663,6,4,108
2595,4274,4,2,46
2596,1561,1,1,112
2597,509,9,2,212
2598,144,1,5,560
2599,4365,5,1,124
2600,1855,9,5,530
2601,2067,9,2,212
2602,3854,4,1,23
2603,2681,3,3,390
2604,4134,9,3,318
2605,4239,1,4,448
2606,3030,3,3,390
2607,1011,2,1,82
2608,2238,1,3,336
2609,1835,5,2,248
2610,2390,6,5,135
2611,1828,8,2,192
2612,54,9,1,106
2613,990,4,4,92
2614,2331,9,1,106
2615,4499,8,5,480
2616,171,5,1,124
2617,564,8,1,96
2618,1506,7,3,258
2619,2273,6,5,135
2620,4629,2,1,82
2621,4452,6,5,135
2622,2896,5,5,620
2623,1687,9,1,106
2624,3064,6,4,108
2625,376,6,2,54
2626,2043,4,3,69
2627,2446,7,1,86
2628,3739,4,5,115
2629,2646,6,3,81
2630,1910,2,5,410
2631,4932,4,4,92
2632,3360,4,2,46
2633,4504,3,4,520
2634,2280,8,3,288
2635,4198,8,5,480
2636,3725,3,3,390
2637,1415,9,2,212
2638,2392,7,1,86
2639,562,6,4,108
2640,3096,4,2,46
2641,2603,1,2,224
2642,974,4,3,69
2643,4456,8,5,480
2644,2748,4,5,115
2645,871,8,1,96
2646,3545,5,4,496
2647,1983,7,3,258
2648,1825,7,2,172
2649,2756,3,1,130
2650,3169,9,3,318
2651,325,2,3,246
2652,410,9,2,212
2653,1455,9,2,212
2654,4431,7,5,430
2655,2616,7,1,86
2656,84,5,1,124
2657,1799,3,2,260
2658,4195,5,2,248
2659,1589,9,5,530
2660,4951,6,2,54
2661,1081,6,2,54
2662,1692,1,4,448
2663,4880,4,1,23
2664,1158,8,4,384
2665,2842,8,2,192
2666,4066,6,3,81
2667,4825,2,5,410
2668,1442,2,4,328
2669,4866,4,1,23
2670,3958,4,1,23
2671,904,4,4,92
2672,2526,8,4,384
2673,2629,8,4,384
2674,2855,8,2,192
2675,310,6,3,81
2676,3435,8,4,384
2677,1274,9,5,530
2678,2008,7,4,344
2679,3798,2,1,82
2680,2007,4,5,115
2681,419,6,3,81
2682,3336,7,1,86
2683,2021,1,5,560
2684,1303,9,4,424
2685,848,6,4,108
2686,4509,2,4,328
2687,128,9,3,318
2688,4434,9,1,106
2689,3577,7,3,258
2690,634,9,2,212
2691,1736,1,2,224
2692,2251,2,1,82
2693,3813,2,4,328
2694,3401,9,2,212
2695,956,4,5,115
2696,4739,4,2,46
2697,4443,9,3,318
2698,1797,3,5,650
2699,4111,1,4,448
2700,4902,6,1,27
2701,2448,2,1,82
2702,194,3,1,130
2703,2281,4,4,92
2704,1422,1,5,560
2705,4214,6,5,135
2706,4273,5,3,372
2707,4097,3,1,130
2708,1585,5,4,496
2709,3597,2,4,328
2710,1306,5,5,620
2711,4871,2,5,410
2712,345,1,3,336
2713,3614,2,1,82
2714,676,7,2,172
2715,3647,7,2,172
2716,600,8,4,384
2717,325,6,4,108
2718,3185,9,1,106
2719,737,3,2,260
2720,2703,2,4,328
2721,3263,8,1,96
2722,4613,2,5,410
2723,2444,7,5,430
2724,3727,4,3,69
2725,2226,6,1,27
2726,3206,7,1,86
2727,2564,3,2,260
2728,2531,4,1,23
2729,4747,6,5,135
2730,1322,2,5,410
2731,2671,1,3,336
2732,1718,6,5,135
2733,3651,5,5,620
2734,4746,8,5,480
2735,788,6,5,135
2736,4222,1,4,448
2737,4183,7,5,430
2738,513,4,3,69
2739,3208,5,3,372
2740,346,1,3,336
2741,4789,6,5,135
2742,4591,2,1,82
2743,300,2,4,328
2744,685,2,4,328
2745,4784,3,5,650
2746,4219,6,4,108
2747,1541,9,5,530
2748,3655,6,5,135
2749,2896,5,1,124
2750,4191,5,4,496
2751,4590,4,5,115
2752,245,3,1,130
2753,1539,6,2,54
2754,3113,8,4,384
2755,1615,9,4,424
2756,712,5,2,248
2757,290,4,1,23
2758,2015,5,4,496
2759,1568,1,2,224
2760,3793,4,2,46
2761,4787,7,4,344
2762,4872,4,1,23
2763,3290,3,4,520
2764,831,7,4,344
2765,2154,6,1,27
2766,3726,3,5,650
2767,3295,6,5,135
2768,887,9,4,424
2769,4426,4,2,46
2770,765,2,1,82
2771,4643,9,2,212
2772,430,7,4,344
2773,1428,2,4,328
2774,3750,4,5,115
2775,3362,4,4,92
2776,2026,6,5,135
2777,4797,6,5,135
2778,4960,1,1,112
2779,1913,5,4,496
2780,3676,7,1,86
2781,2607,9,4,424
2782,3124,3,4,520
2783,3323,7,4,344
2784,453,6,1,27
2785,2001,8,5,480
2786,1133,2,3,246
2787,3672,4,5,115
2788,2468,5,4,496
2789,3235,9,1,106
2790,2666,5,3,372
2791,4756,6,5,135
2792,3939,3,3,390
2793,3799,3,4,520
2794,274,7,3,258
2795,2645,8,5,480
2796,2643,3,4,520
2797,3497,1,5,560
2798,669,7,3,258
2799,4293,9,2,212
2800,2203,9,2,212
2801,2218,3,2,260
2802,2833,1,2,224
2803,4637,1,2,224
2804,4196,8,4,384
2805,397,9,5,530
2806,1764,2,5,410
2807,4764,7,1,86
2808,2374,4,5,115
2809,4543,7,3,258
2810,3279,6,5,135
2811,1879,7,4,344
2812,3207,3,5,650
2813,2553,9,4,424
2814,2085,6,3,81
2815,3404,8,5,480
2816,1969,6,1,27
2817,3110,4,5,115
2818,2249,4,5,115
2819,1720,5,2,248
2820,302,1,1,112
2821,133,1,4,448
2822,3600,9,4,424
2823,2532,7,2,172
2824,4571,4,1,23
2825,2214,9,3,318
2826,3927,6,3,81
2827,3315,6,1,27
2828,4674,3,2,260
2829,1331,8,2,192
2830,1872,3,1,130
2831,424,9,3,318
2832,3224,1,2,224
2833,4405,6,4,108
2834,3466,3,1,130
2835,940,9,5,530
2836,647,1,1,112
2837,2050,7,1,86
2838,3448,3,1,130
2839,160,3,2,260
2840,3643,3,2,260
2841,4135,2,5,410
2842,4429,3,5,650
2843,1237,2,1,82
2844,377,6,5,135
2845,4984,3,5,650
2846,721,4,3,69
2847,2936,2,4,328
2848,4802,5,4,496
2849,4175,2,1,82
2850,4918,7,3,258
2851,2949,7,4,344
2852,53,2,4,328
2853,1696,2,3,246
2854,2594,1,1,112
2855,4570,6,3,81
2856,1423,8,1,96
2857,563,6,2,54
2858,595,2,5,410
2859,2313,4,5,115
2860,4652,2,5,410
2861,4880,6,5,135
2862,61,6,4,108
2863,4561,3,4,520
2864,3256,1,4,448
2865,3943,3,4,520
2866,3586,1,5,560
2867,2492,4,3,69
2868,3859,3,1,130
2869,4012,1,3,336
2870,3718,3,2,260
2871,3713,8,2,192
2872,4568,2,4,328
2873,3100,4,5,115
2874,563,1,3,336
2875,2793,1,5,560
2876,1486,6,3,81
2877,1715,4,2,46
2878,3253,2,4,328
2879,3611,4,3,69
2880,853,6,2,54
2881,3868,9,1,106
2882,3133,1,1,112
2883,363,7,4,344
2884,3760,4,3,69
2885,1863,6,4,108
2886,3809,4,4,92
2887,4760,1,3,336
2888,1704,1,1,112
2889,2896,3,4,520
2890,4442,5,2,248
2891,3890,6,5,135
2892,1858,5,4,496
2893,3432,1,3,336
2894,3931,2,3,246
2895,48,3,1,130
2896,154,8,1,96
2897,4568,2,2,164
2898,334,9,2,212
2899,2516,6,3,81
2900,2619,2,1,82
2901,4194,9,4,424
2902,2023,7,4,344
2903,461,9,4,424
2904,4818,7,2,172
2905,2900,7,5,430
2906,1914,8,2,192
2907,1631,2,2,164
2908,1423,8,4,384
2909,4808,3,4,520
2910,267,5,4,496
2911,2075,1,1,112
2912,2846,9,2,212
2913,2260,2,5,410
2914,3337,8,2,192
2915,1489,1,5,560
2916,1864,7,5,430
2917,2610,3,4,520
2918,2133,5,1,124
2919,3302,5,2,248
2920,4416,5,1,124
2921,3434,1,4,448
2922,2987,4,2,46
2923,2405,1,1,112
2924,2103,6,2,54
2925,3218,1,3,336
2926,718,7,1,86
2927,1137,8,1,96
2928,2038,6,1,27
2929,202,2,2,164
2930,4904,3,1,130
2931,4939,7,1,86
2932,3565,6,3,81
2933,2122,2,5,410
2934,2719,7,5,430
2935,1549,6,2,54
2936,4395,3,2,260
2937,1575,2,1,82
2938,3735,3,3,390
2939,3793,3,2,260
2940,2441,7,5,430
2941,3477,7,1,86
2942,4213,3,3,390
2943,2977,1,3,336
2944,2069,7,5,430
2945,3603,4,3,69
2946,4525,8,1,96
2947,572,9,4,424
2948,856,1,2,224
2949,3525,6,1,27
2950,416,8,5,480
2951,3163,7,1,86
2952,2870,2,4,328
2953,2560,6,5,135
2954,2154,2,1,82
2955,3522,3,2,260
2956,1477,5,2,248
2957,1109,3,2,260
2958,2339,6,2,54
2959,3851,6,2,54
2960,4225,9,2,212
2961,3849,5,2,248
2962,1067,5,3,372
2963,4058,7,1,86
2964,1409,2,1,82
2965,1066,9,5,530
2966,2858,8,2,192
2967,162,1,3,336
2968,1469,2,3,246
2969,1732,4,2,46
2970,804,9,1,106
2971,2371,2,2,164
2972,4029,2,1,82
2973,892,3,3,390
2974,3432,5,5,620
2975,4652,6,2,54
2976,3663,6,5,135
2977,4652,8,5,480
2978,4423,6,3,81
2979,4200,9,3,318
2980,1075,5,5,620
2981,2401,8,2,192
2982,4810,4,4,92
2983,2189,1,3,336
2984,1107,1,1,112
2985,4454,7,2,172
2986,510,7,5,430
2987,4349,6,3,81
2988,4687,1,1,112
2989,3152,6,1,27
2990,3072,8,1,96
2991,4288,7,4,344
2992,3683,7,1,86
2993,697,9,2,212
2994,3024,3,4,520
2995,765,3,1,130
2996,4684,9,4,424
2997,1045,6,5,135
2998,4178,9,5,530
2999,1538,1,5,560
3000,682,6,2,54
3001,3065,4,3,69
3002,552,6,1,27
3003,4352,7,5,430
3004,3336,8,4,384
3005,4888,1,2,224
3006,3445,7,4,344
3007,922,1,4,448
3008,1802,4,4,92
3009,1804,5,3,372
3010,953,5,5,620
3011,818,6,5,135
3012,3135,1,5,560
3013,274,4,5,115
3014,2751,6,1,27
3015,1687,1,2,224
3016,3166,1,4,448
3017,4780,9,4,424
3018,1241,1,1,112
3019,1615,7,1,86
3020,1661,3,2,260
3021,3445,2,1,82
3022,611,5,2,248
3023,4471,3,3,390
3024,4224,3,4,520
3025,3878,2,5,410
3026,2472,3,2,260
3027,2096,6,1,27
3028,1373,4,2,46
3029,1600,6,2,54
3030,4443,8,1,96
3031,4969,6,2,54
3032,1706,4,1,23
3033,2050,8,1,96
3034,363,6,4,108
3035,559,6,4,108
3036,2258,7,3,258
3037,708,7,4,344
3038,1963,9,5,530
3039,79,4,4,92
3040,2572,4,2,46
3041,4902,8,3,288
3042,4492,9,1,106
3043,3971,5,4,496
3044,4487,6,3,81
3045,3177,3,1,130
3046,2501,5,5,620
3047,3123,5,2,248
3048,3483,3,5,650
3049,2788,3,3,390
3050,1431,7,1,86
3051,2329,5,5,620
3052,79,9,2,212
3053,4372,4,1,23
3054,934,3,1,130
3055,494,4,4,92
3056,3653,6,2,54
3057,560,2,5,410
3058,4804,2,5,410
3059,384,1,4,448
3060,4132,1,2,224
3061,2998,2,2,164
3062,1812,1,1,112
3063,265,3,5,650
3064,314,1,3,336
3065,2882,1,5,560
3066,2656,4,3,69
3067,2400,7,4,344
3068,2154,8,5,480
3069,4612,6,3,81
3070,2191,4,4,92
3071,1409,6,3,81
3072,3101,6,1,27
3073,435,7,5,430
3074,4839,4,1,23
3075,95,8,2,192
3076,4059,4,3,69
3077,2433,4,5,115
3078,4080,4,5,115
3079,1999,9,5,530
3080,850,1,5,560
3081,1307,2,2,164
3082,1131,9,3,318
3083,3094,4,4,92
3084,863,4,4,92
3085,916,1,2,224
3086,2322,3,4,520
3087,598,3,3,390
3088,233,3,4,520
3089,1134,8,3,288
3090,4371,9,5,530
3091,2245,9,3,318
3092,3782,6,3,81
3093,4222,5,5,620
3094,2167,3,5,650
3095,4787,3,2,260
3096,1837,1,5,560
3097,2406,9,5,530
3098,4185,7,5,430
3099,2891,2,2,164
3100,3567,6,1,27
3101,1233,1,1,112
3102,4114,2,4,328
3103,2231,9,1,106
3104,3881,5,3,372
3105,669,6,5,135
3106,1413,5,3,372
3107,529,1,5,560
3108,1450,8,1,96
3109,4637,9,3,318
3110,4354,2,1,82
3111,2308,6,2,54
3112,4134,9,5,530
3113,932,9,3,318
3114,1696,8,3,288
3115,638,4,3,69
3116,3005,1,4,448
3117,184,8,3,288
3118,197,5,3,372
3119,2797,5,5,620
3120,3753,1,1,112
3121,4013,1,4,448
3122,1677,3,2,260
3123,1508,2,4,328
3124,2086,8,5,480
3125,1178,8,1,96
3126,710,9,5,530
3127,2001,3,2,260
3128,397,7,3,258
3129,3527,7,1,86
3130,3748,9,1,106
3131,4948,9,4,424
3132,4820,6,4,108
3133,1065,4,5,115
3134,240,2,1,82
3135,1543,4,4,92
3136,2424,1,1,112
3137,3230,8,2,192
3138,2892,3,3,390
3139,2194,3,5,650
3140,4241,3,1,130
3141,4759,8,2,192
3142,789,5,1,124
3143,3891,5,5,620
3144,989,2,4,328
3145,1190,2,5,410
3146,2430,9,1,106
3147,1814,7,4,344
3148,2722,4,1,23
3149,2299,4,1,23
3150,283,2,3,246
3151,2,5,2,248
3152,3178,6,2,54
3153,1556,1,4,448
3154,782,3,5,650
3155,1342,4,1,23
3156,4276,8,3,288
3157,3765,7,1,86
3158,132,3,3,390
3159,1006,8,4,384
3160,2924,7,5,430
3161,3228,2,3,246
3162,186,4,3,69
3163,1295,6,4,108
3164,17,4,2,46
3165,4342,7,1,86
3166,1486,2,3,246
3167,3472,9,2,212
3168,3163,5,5,620
3169,2205,4,1,23
3170,433,3,3,390
3171,731,8,1,96
3172,2865,5,1,124
3173,1506,5,4,496
3174,2102,4,3,69
3175,2161,6,1,27
3176,761,9,3,318
3177,2499,7,2,172
3178,1735,3,2,260
3179,3076,4,4,92
3180,1392,1,4,448
3181,1054,6,2,54
3182,1913,1,3,336
3183,435,8,2,192
3184,2801,1,1,112
3185,891,6,1,27
3186,1812,5,4,496
3187,4688,7,2,172
3188,3017,1,2,224
3189,461,9,1,106
3190,1662,3,4,520
3191,1136,8,2,192
3192,3418,4,5,115
3193,4304,3,4,520
3194,188,6,1,27
3195,1262,4,1,23
3196,4904,9,3,318
3197,3565,4,1,23
3198,988,3,3,390
3199,1706,5,2,248
3200,4382,5,5,620
3201,2080,8,3,288
3202,1456,1,1,112
3203,4821,1,2,224
3204,453,7,1,86
3205,3012,3,2,260
3206,3958,4,2,46
3207,1487,7,5,430
3208,4819,4,4,92
3209,1970,5,1,124
3210,4440,6,2,54
3211,3114,6,5,135
3212,4630,9,1,106
3213,432,4,3,69
3214,2716,4,5,115
3215,3076,9,5,530
3216,421,1,4,448
3217,3871,4,2,46
3218,1077,1,5,560
3219,968,7,5,430
3220,552,7,2,172
3221,679,4,4,92
3222,1983,6,1,27
3223,1835,4,2,46
3224,942,4,3,69
3225,2359,1,1,112
3226,3542,7,1,86
3227,182,3,1,130
3228,3537,9,4,424
3229,2997,2,3,246
3230,332,3,2,260
3231,2983,3,2,260
3232,1088,9,3,318
3233,2865,5,4,496
3234,2768,5,3,372
3235,2801,5,5,620
3236,1538,7,4,344
3237,2945,3,5,650
3238,4306,6,5,135
3239,819,8,5,480
3240,3408,9,3,318
3241,3203,5,4,496
3242,3433,4,5,115
3243,571,1,3,336
3244,1823,9,5,530
3245,623,1,1,112
3246,2551,3,2,260
3247,1307,5,2,248
3248,2355,9,3,318
3249,4226,3,2,260
3250,1022,1,2,224
3251,4020,1,4,448
3252,3575,1,1,112
3253,3480,1,1,112
3254,1292,9,5,530
3255,4781,5,5,620
3256,573,8,1,96
3257,3084,6,1,27
3258,2185,5,3,372
3259,4923,7,5,430
3260,2187,5,3,372
3261,1565,5,1,124
3262,2134,3,3,390
3263,309,8,3,288
3264,1472,1,2,224
3265,3501,4,4,92
3266,3890,6,3,81
3267,2642,2,1,82
3268,2866,9,4,424
3269,4243,5,5,620
3270,1454,4,1,23
3271,855,3,5,650
3272,4488,7,2,172
3273,1269,7,1,86
3274,1467,6,3,81
3275,400,7,5,430
3276,2136,4,2,46
3277,2376,6,3,81
3278,3977,9,2,212
3279,1521,8,3,288
3280,3315,3,3,390
3281,4003,1,2,224
3282,3758,7,4,344
3283,4748,9,3,318
3284,2639,1,4,448
3285,4949,1,1,112
3286,4144,2,5,410
3287,4142,8,4,384
3288,3137,9,5,530
3289,1868,8,1,96
3290,1742,4,5,115
3291,1030,6,4,108
3292,2209,7,3,258
3293,527,9,3,318
3294,4968,4,4,92
3295,219,2,2,164
3296,2847,4,5,115
3297,755,4,3,69
3298,872,1,2,224
3299,1027,4,5,115
3300,543,5,4,496
3301,12,8,2,192
3302,1751,9,1,106
3303,4094,1,3,336
3304,643,5,1,124
3305,1440,1,3,336
3306,850,7,1,86
3307,4095,5,5,620
3308,3410,1,1,112
3309,1449,7,1,86
3310,2960,2,4,328
3311,590,2,1,82
3312,3017,5,1,124
3313,2410,4,3,69
3314,1116,8,2,192
3315,2891,2,5,410
3316,3304,2,4,328
3317,3068,8,1,96
3318,453,6,2,54
3319,2698,2,5,410
3320,49,7,5,430
3321,815,8,5,480
3322,2334,8,2,192
3323,864,9,1,106
3324,2372,6,5,135
3325,962,7,2,172
3326,1620,4,1,23
3327,4178,3,3,390
3328,4315,9,5,530
3329,4467,3,5,650
3330,1772,2,5,410
3331,1144,1,5,560
3332,1050,5,5,620
3333,356,4,1,23
3334,952,2,2,164
3335,4558,6,3,81
3336,292,6,3,81
3337,3852,2,5,410
3338,149,1,1,112
3339,2705,6,1,27
3340,520,6,5,135
3341,4551,9,1,106
3342,3509,9,1,106
3343,1460,4,2,46
3344,1736,8,5,480
3345,1142,3,1,130
3346,1693,8,4,384
3347,3028,4,4,92
3348,3269,8,5,480
3349,1304,3,1,130
3350,2636,1,4,448
3351,3724,6,5,135
3352,1978,6,3,81
3353,4400,3,3,390
3354,4492,2,5,410
3355,667,6,4,108
3356,1243,8,5,480
3357,4287,6,5,135
3358,1156,3,1,130
3359,1982,6,5,135
3360,2513,4,5,115
3361,4033,8,1,96
3362,706,3,4,520
3363,4401,3,5,650
3364,3258,7,4,344
3365,272,8,2,192
3366,3487,2,5,410
3367,1354,4,2,46
3368,2518,6,4,108
3369,1086,8,5,480
3370,1058,7,3,258
3371,3084,6,1,27
3372,3533,1,5,560
3373,3600,6,4,108
3374,450,8,4,384
3375,3224,8,5,480
3376,517,6,1,27
3377,3015,7,5,430
3378,1880,8,3,288
3379,673,7,5,430
3380,4200,8,5,480
3381,3437,9,2,212
3382,3969,6,4,108
3383,4154,7,2,172
3384,4725,5,5,620
3385,2568,1,4,448
3386,2481,1,5,560
3387,178,5,3,372
3388,1793,5,4,496
3389,4245,4,5,115
3390,2371,7,2,172
3391,2603,7,4,344
3392,1725,2,4,328
3393,500,6,2,54
3394,2707,8,4,384
3395,92,3,5,650
3396,2164,9,3,318
3397,4235,8,4,384
3398,779,1,5,560
3399,4648,4,2,46
3400,2502,5,4,496
3401,3472,3,2,260
3402,2051,1,4,448
3403,181,1,2,224
3404,4893,9,1,106
3405,2974,7,2,172
3406,1626,9,2,212
3407,1472,7,5,430
3408,903,2,5,410
3409,3754,4,5,115
3410,1139,8,1,96
3411,3609,1,3,336
3412,3768,3,4,520
3413,2913,9,2,212
3414,2364,8,5,480
3415,2853,3,2,260
3416,4705,6,3,81
3417,3166,9,3,318
3418,3053,6,1,27
3419,2562,3,2,260
3420,355,9,2,212
3421,918,7,3,258
3422,876,6,4,108
3423,4229,3,2,260
3424,1088,5,2,248
3425,2268,3,5,650
3426,1826,9,4,424
3427,1930,2,1,82
3428,3407,2,2,164
3429,1664,4,3,69
3430,251,3,1,130
3431,180,6,1,27
3432,2892,1,2,224
3433,1631,5,3,372
3434,4031,4,5,115
3435,1945,4,3,69
3436,1666,6,2,54
3437,3956,3,5,650
3438,987,5,4,496
3439,4616,1,2,224
3440,2172,8,3,288
3441,1018,8,1,96
3442,1727,8,2,192
3443,2188,8,3,288
3444,282,4,1,23
3445,4179,2,4,328
3446,335,8,1,96
3447,4308,7,4,344
3448,8,2,2,164
3449,4131,1,2,224
3450,2446,2,4,328
3451,2675,5,5,620
3452,572,2,2,164
3453,2901,2,3,246
3454,1530,9,4,424
3455,3898,4,5,115
3456,2761,9,4,424
3457,1792,2,3,246
3458,4708,6,3,81
3459,819,6,1,27
3460,1188,1,1,112
3461,4439,7,2,172
3462,721,1,3,336
3463,1578,9,5,530
3464,2484,9,4,424
3465,762,7,3,258
3466,2732,9,2,212
3467,3093,7,3,258
3468,4847,4,4,92
3469,905,4,4,92
3470,1972,5,3,372
3471,2873,6,3,81
3472,1580,1,4,448
3473,889,7,2,172
3474,582,2,4,328
3475,4282,9,4,424
3476,3418,7,2,172
3477,1830,6,2,54
3478,294,1,3,336
3479,2421,1,1,112
3480,1027,4,5,115
3481,41,9,2,212
3482,4514,5,3,372
3483,667,8,2,192
3484,652,9,4,424
3485,373,8,1,96
3486,542,2,2,164
3487,3689,8,5,480
3488,1291,9,3,318
3489,1788,5,3,372
3490,4038,7,2,172
3491,600,1,4,448
3492,496,5,4,496
3493,1347,4,5,115
3494,3870,3,1,130
3495,716,9,5,530
3496,3973,8,5,480
3497,3839,8,5,480
3498,1653,6,2,54
3499,613,2,2,164
3500,4193,6,2,54
3501,2584,7,5,430
3502,3997,9,1,106
3503,3927,5,3,372
3504,3317,8,3,288
3505,1668,3,2,260
3506,4448,8,2,192
3507,4040,9,3,318
3508,2549,7,4,344
3509,3230,2,2,164
3510,2549,1,2,224
3511,2091,8,5,480
3512,18,6,5,135
3513,3186,5,5,620
3514,3603,6,5,135
3515,437,9,5,530
3516,1043,6,1,27
3517,4224,3,1,130
3518,4938,7,2,172
3519,2311,8,3,288
3520,1597,3,1,130
3521,2923,7,4,344
3522,2220,9,5,530
3523,4388,1,3,336
3524,4453,2,5,410
3525,4853,1,1,112
3526,881,6,1,27
3527,539,6,3,81
3528,994,3,5,650
3529,3851,5,1,124
3530,197,4,1,23
3531,3726,5,2,248
3532,1141,8,5,480
3533,2208,8,3,288
3534,4774,6,5,135
3535,2091,2,5,410
3536,542,4,3,69
3537,2745,6,3,81
3538,4228,7,5,430
3539,1494,5,3,372
3540,400,4,3,69
3541,4861,7,4,344
3542,3546,5,3,372
3543,1825,8,4,384
3544,3511,4,5,115
3545,2182,2,4,328
3546,2523,4,3,69
3547,1027,7,2,172
3548,190,8,5,480
3549,2151,5,1,124
3550,2515,3,3,390
3551,3394,9,1,106
3552,4943,9,1,106
3553,614,8,5,480
3554,2426,1,5,560
3555,4807,3,5,650
3556,3243,1,4,448
3557,3386,4,2,46
3558,23,8,5,480
3559,3567,7,3,258
3560,4678,8,2,192
3561,3778,9,1,106
3562,3862,3,5,650
3563,3375,7,3,258
3564,1502,1,5,560
3565,2773,9,4,424
3566,4579,5,5,620
3567,808,3,5,650
3568,3249,9,4,424
3569,4386,1,1,112
3570,4165,8,4,384
3571,4534,2,1,82
3572,202,5,3,372
3573,966,2,4,328
3574,3307,5,5,620
3575,947,5,3,372
3576,4227,7,5,430
3577,4276,5,4,496
3578,1427,3,3,390
3579,4201,8,2,192
3580,535,6,4,108
3581,2025,2,2,164
3582,3431,2,1,82
3583,388,7,4,344
3584,334,7,3,258
3585,3457,9,4,424
3586,3135,9,1,106
3587,1493,3,2,260
3588,3793,7,5,430
3589,224,9,3,318
3590,3064,7,3,258
3591,4738,8,5,480
3592,3154,4,5,115
3593,299,9,2,212
3594,2636,6,5,135
3595,4305,2,5,410
3596,3313,1,4,448
3597,641,3,1,130
3598,660,1,5,560
3599,2180,3,4,520
3600,4944,9,5,530
3601,798,8,4,384
3602,2012,8,5,480
3603,2186,6,5,135
3604,1775,1,3,336
3605,3195,7,2,172
3606,1365,2,4,328
3607,2755,5,2,248
3608,1674,9,4,424
3609,3102,5,1,124
3610,2298,5,2,248
3611,3903,5,2,248
3612,3109,6,1,27
3613,3536,2,1,82
3614,936,1,4,448
3615,1433,4,1,23
3616,4760,4,1,23
3617,1310,3,3,390
3618,2435,2,5,410
3619,3611,2,3,246
3620,4655,3,2,260
3621,1162,8,5,480
3622,530,1,3,336
3623,4200,4,5,115
3624,2215,5,3,372
3625,2053,4,3,69
3626,3167,1,3,336
3627,1693,8,5,480
3628,533,8,4,384
3629,1818,4,4,92
3630,2580,1,5,560
3631,2165,1,4,448
3632,2633,4,5,115
3633,4837,1,3,336
3634,126,4,3,69
3635,4110,2,3,246
3636,2050,4,3,69
3637,3319,9,2,212
3638,4571,7,2,172
