payment_id,booking_id,amount,payment_method,payment_date
1385,4475,430,Bank Transfer,2024-11-21
1386,826,630,Crypto,2024-07-17
1387,2489,761,Crypto,2024-07-20
1388,2122,220,Crypto,2023-10-04
1389,1856,596,Bank Transfer,2024-05-14
1390,4427,1108,PayPal,2024-02-26
1391,3787,114,Credit Card,2024-05-20
1392,844,1758,Bank Transfer,2023-03-08
1393,4195,1865,Crypto,2024-11-24
1394,2849,1876,Crypto,2024-03-04
1395,3034,1601,Credit Card,2024-11-07
1396,4630,1925,Bank Transfer,2023-02-19
1397,2452,1261,Crypto,2024-06-01
1398,2973,1515,Cash,2024-12-19
1399,514,378,Bank Transfer,2024-04-08
1400,145,316,Cash,2023-11-13
1401,387,1338,PayPal,2024-12-23
1402,4905,1151,Crypto,2024-08-09
1403,857,333,Credit Card,2024-11-29
1404,4006,811,Credit Card,2024-06-05
1405,4556,167,Bank Transfer,2024-12-23
1406,4664,1290,Credit Card,2025-01-14
1407,1069,465,Credit Card,2024-05-01
1408,4392,501,Crypto,2024-12-04
1409,4486,847,Cash,2023-09-13
1410,4916,534,Crypto,2024-02-08
1411,643,354,Credit Card,2023-04-27
1412,1147,1121,Crypto,2024-06-09
1413,3698,1914,Cash,2024-08-21
1414,4893,888,Cash,2023-04-09
1415,2487,1526,Cash,2025-02-09
1416,4156,716,Cash,2025-01-14
1417,2385,248,Bank Transfer,2023-10-13
1418,1358,826,Crypto,2024-11-19
1419,3546,1824,Crypto,2023-12-12
1420,4149,1138,Credit Card,2023-05-15
1421,68,1832,PayPal,2024-11-17
1422,4199,1557,Cash,2024-07-16
1423,2577,697,PayPal,2023-07-23
1424,1692,1309,Crypto,2024-01-10
1425,3566,528,Credit Card,2024-12-10
1426,477,834,Crypto,2023-06-25
1427,3608,1839,Credit Card,2023-03-20
1428,1681,244,Cash,2024-10-04
1429,1776,1001,PayPal,2025-02-09
1430,2868,332,Credit Card,2024-02-14
1431,3916,241,PayPal,2023-05-19
1432,4141,340,Credit Card,2024-08-01
1433,4544,1920,Bank Transfer,2024-11-07
1434,1449,1679,PayPal,2024-02-23
1435,3607,508,PayPal,2023-03-30
1436,1121,1840,Crypto,2024-11-20
1437,39,1411,Credit Card,2024-04-08
1438,1294,155,Credit Card,2023-09-02
1439,4797,902,Credit Card,2024-04-30
1440,2569,1473,PayPal,2024-02-17
1441,3887,377,Credit Card,2023-12-03
1442,1888,679,Bank Transfer,2024-12-24
1443,1519,1756,Crypto,2024-12-11
1444,1221,402,Crypto,2024-07-24
1445,4451,175,Cash,2024-04-29
1446,1962,1490,PayPal,2023-12-10
1447,4077,1157,Credit Card,2025-01-30
1448,2849,692,PayPal,2024-04-20
1449,123,1296,Credit Card,2023-11-04
1450,3586,1822,Cash,2024-12-07
1451,65,95,PayPal,2024-12-19
1452,3971,1140,Cash,2024-08-12
1453,1162,540,Crypto,2023-04-15
1454,4964,771,Cash,2023-05-07
1455,4772,1622,Credit Card,2024-08-04
1456,4133,879,Bank Transfer,2024-05-03
1457,3069,270,PayPal,2023-08-15
1458,962,706,Crypto,2024-06-03
1459,2588,874,PayPal,2025-01-25
1460,4700,1232,Crypto,2024-04-15
1461,1650,351,Crypto,2024-04-19
1462,1819,495,Bank Transfer,2024-06-01
1463,4616,111,PayPal,2023-07-11
1464,1222,495,Bank Transfer,2023-03-27
1465,2288,1679,Credit Card,2024-06-09
1466,4418,1006,PayPal,2024-05-31
1467,1823,458,PayPal,2024-11-27
1468,2744,251,Cash,2023-09-08
1469,2772,1609,Crypto,2024-11-02
1470,2815,813,Credit Card,2024-08-09
1471,4768,497,Credit Card,2023-06-15
1472,1451,1880,Bank Transfer,2023-12-16
1473,566,132,Cash,2024-06-27
1474,298,1971,Credit Card,2024-03-08
1475,1037,1236,PayPal,2024-11-22
1476,1972,135,Crypto,2024-07-04
1477,2237,194,Crypto,2024-08-19
1478,2022,1228,Bank Transfer,2023-05-25
1479,793,1334,Crypto,2024-10-19
1480,3737,1280,Crypto,2024-02-04
1481,4743,718,Bank Transfer,2024-03-24
1482,637,279,Crypto,2024-12-11
1483,3590,1611,Crypto,2023-08-05
1484,386,1371,Bank Transfer,2024-09-27
1485,2837,1047,Crypto,2023-07-28
1486,3326,1529,PayPal,2023-02-26
1487,1563,820,Cash,2024-02-07
1488,1936,1200,Crypto,2024-02-25
1489,4014,631,Cash,2024-02-11
1490,3633,1858,Crypto,2023-03-25
1491,1788,1367,Credit Card,2024-08-09
1492,1885,1635,Cash,2023-09-12
1493,1739,433,Bank Transfer,2024-05-01
1494,4694,464,Bank Transfer,2023-06-04
1495,224,1029,Credit Card,2023-09-01
1496,1093,1382,Crypto,2024-09-11
1497,1537,1444,Bank Transfer,2023-06-02
1498,857,1820,Cash,2024-06-06
1499,1643,925,Credit Card,2023-08-12
1500,3348,794,Bank Transfer,2023-09-04
1501,2985,1223,PayPal,2023-07-28
1502,4109,796,Bank Transfer,2023-10-05
1503,1104,323,Bank Transfer,2023-11-21
1504,1410,1387,Credit Card,2025-01-29
1505,1567,1328,Credit Card,2024-12-29
1506,1583,1547,PayPal,2024-03-16
1507,3909,638,Crypto,2024-09-09
1508,3904,1619,Credit Card,2024-06-01
1509,3670,494,Cash,2024-04-21
1510,4706,1812,Bank Transfer,2024-11-02
1511,4657,1177,Crypto,2023-11-24
1512,3806,594,PayPal,2024-07-07
1513,3237,602,Crypto,2025-01-03
1514,2087,1829,Credit Card,2024-09-25
1515,1042,967,Crypto,2023-12-28
1516,553,1933,Credit Card,2023-05-15
1517,3185,393,PayPal,2023-04-09
1518,2999,1860,Crypto,2023-12-23
1519,1433,1182,Bank Transfer,2024-07-29
1520,220,700,PayPal,2024-12-24
1521,3921,795,Bank Transfer,2024-02-05
1522,1349,1289,Bank Transfer,2023-06-20
1523,4457,1293,Credit Card,2023-04-25
1524,3021,995,Cash,2023-08-21
1525,2157,1217,Cash,2024-09-14
1526,2552,367,Cash,2024-05-02
1527,2511,297,Credit Card,2024-10-07
1528,1822,1848,Credit Card,2024-06-26
1529,4140,1300,Cash,2024-02-07
1530,714,1508,PayPal,2023-07-14
1531,2736,759,PayPal,2023-04-15
1532,2901,514,Bank Transfer,2023-02-25
1533,4502,1928,Cash,2023-04-15
1534,3148,1647,PayPal,2023-10-02
1535,468,1401,Cash,2023-11-18
1536,4381,547,PayPal,2024-10-15
1537,3805,1506,PayPal,2024-10-29
1538,545,637,Bank Transfer,2023-08-17
1539,3765,1252,Credit Card,2024-10-16
1540,4141,980,Bank Transfer,2025-01-27
1541,162,255,Crypto,2023-03-13
1542,4285,718,PayPal,2024-04-03
1543,3591,1743,Credit Card,2024-10-04
1544,2969,670,Credit Card,2024-08-30
1545,4340,1573,Cash,2025-01-03
1546,4306,1453,PayPal,2024-01-10
1547,4583,1657,Cash,2024-10-06
1548,1260,862,Credit Card,2023-09-02
1549,700,1457,Bank Transfer,2023-03-14
1550,2671,1787,Crypto,2024-09-12
1551,1403,382,Cash,2023-12-29
1552,371,1975,PayPal,2024-12-30
1553,4975,410,Bank Transfer,2024-08-31
1554,2685,1788,Crypto,2024-02-23
1555,1470,860,PayPal,2024-01-31
1556,4461,260,Credit Card,2024-05-21
1557,2659,604,Bank Transfer,2023-05-04
1558,2374,1869,Bank Transfer,2023-03-03
1559,1566,1271,Crypto,2024-06-24
1560,3127,1499,Bank Transfer,2024-05-29
1561,1771,996,Bank Transfer,2023-08-31
1562,1149,1599,Credit Card,2024-05-05
1563,4535,1221,Credit Card,2024-01-24
1564,3878,568,Crypto,2024-12-02
1565,1315,520,PayPal,2023-10-18
1566,2055,1079,Cash,2023-04-03
1567,2433,1331,Bank Transfer,2023-03-23
1568,242,1256,Crypto,2023-08-06
1569,2845,603,PayPal,2024-04-23
1570,4651,1424,Credit Card,2023-04-04
1571,820,1208,Crypto,2024-07-05
1572,4191,606,PayPal,2024-02-09
1573,1379,1875,Crypto,2024-08-06
1574,126,563,Credit Card,2024-01-06
1575,3476,1156,PayPal,2023-10-04
1576,2918,1166,Cash,2024-05-09
1577,1947,1316,Bank Transfer,2023-07-28
1578,4233,401,Cash,2023-09-08
1579,3527,1151,Cash,2024-11-18
1580,4217,1947,Credit Card,2024-06-22
1581,2141,880,PayPal,2024-07-05
1582,1797,701,Cash,2024-06-11
1583,2578,664,PayPal,2024-07-15
1584,439,414,PayPal,2024-04-17
1585,2622,77,Cash,2024-10-09
1586,2699,1255,Credit Card,2024-05-15
1587,3319,1488,Bank Transfer,2024-11-09
1588,2647,1228,Bank Transfer,2023-02-27
1589,1370,1807,Cash,2024-08-12
1590,2043,1213,Bank Transfer,2023-11-16
1591,2723,193,Bank Transfer,2023-06-15
1592,3405,160,Cash,2025-01-06
1593,3242,615,Bank Transfer,2024-01-18
1594,2799,1132,Crypto,2023-07-16
1595,4572,557,Cash,2024-05-23
1596,86,1115,Credit Card,2025-02-05
1597,4978,1368,Crypto,2023-07-18
1598,4071,670,Crypto,2023-09-08
1599,4317,1269,Bank Transfer,2023-11-18
1600,655,1456,Crypto,2024-11-25
1601,750,569,PayPal,2023-07-09
1602,239,390,Crypto,2024-12-23
1603,1931,1825,Crypto,2023-03-28
1604,2851,613,Crypto,2023-08-11
1605,552,1608,Crypto,2023-02-15
1606,395,1049,Bank Transfer,2023-07-31
1607,3807,1214,Crypto,2025-01-28
1608,218,1259,Credit Card,2023-07-21
1609,2245,856,PayPal,2024-10-12
1610,4686,312,Credit Card,2023-04-16
1611,3486,960,Bank Transfer,2024-06-17
1612,358,1506,Crypto,2024-04-09
1613,3839,1545,PayPal,2023-05-27
1614,2010,1549,Bank Transfer,2024-11-29
1615,1323,757,PayPal,2023-04-11
1616,4958,1563,Cash,2023-04-04
1617,4590,1492,Cash,2024-01-20
1618,1061,744,PayPal,2023-10-03
1619,3062,1794,Crypto,2023-11-29
1620,3877,1303,Cash,2023-02-21
1621,1326,1396,Cash,2024-01-03
1622,2504,217,Cash,2023-09-03
1623,2674,406,PayPal,2024-01-18
1624,4884,925,PayPal,2024-02-26
1625,295,1879,PayPal,2023-05-21
1626,2213,1592,Credit Card,2025-01-10
1627,942,1628,Cash,2023-03-27
1628,2025,1917,PayPal,2024-12-08
1629,2904,618,Credit Card,2024-09-02
1630,2414,178,Bank Transfer,2023-04-07
1631,2056,713,Cash,2023-07-05
1632,1107,1880,Bank Transfer,2023-08-06
1633,2223,415,Crypto,2023-07-22
1634,3320,1070,Bank Transfer,2024-03-25
1635,3672,369,Crypto,2023-07-26
1636,1594,78,Credit Card,2023-03-05
1637,1583,1571,Crypto,2023-10-28
1638,3130,1734,PayPal,2024-01-09
1639,2557,1661,Crypto,2023-02-25
1640,1564,1678,Credit Card,2024-05-19
1641,32,243,Bank Transfer,2023-12-25
1642,2259,1863,Cash,2023-02-27
1643,4806,689,Bank Transfer,2024-06-26
1644,496,1095,PayPal,2024-12-06
1645,2455,1898,Crypto,2023-05-01
1646,4635,1792,Bank Transfer,2023-12-09
1647,1065,1600,Bank Transfer,2023-07-15
1648,4592,1311,PayPal,2023-11-18
1649,766,1315,PayPal,2023-08-05
1650,2047,516,PayPal,2023-09-22
1651,3628,125,Crypto,2024-08-09
1652,2130,1937,Cash,2024-09-06
1653,1015,671,PayPal,2024-03-15
1654,3425,859,Cash,2024-06-30
1655,2306,851,Cash,2023-08-26
1656,234,1243,Crypto,2023-03-07
1657,2338,1486,PayPal,2023-04-24
1658,4645,422,Bank Transfer,2024-02-19
1659,2691,460,Crypto,2023-12-28
1660,1010,757,Credit Card,2024-04-05
1661,2150,1929,Bank Transfer,2023-12-18
1662,537,199,Cash,2023-03-01
1663,3846,483,Crypto,2024-07-03
1664,3387,853,Crypto,2023-05-28
1665,3298,1347,PayPal,2023-04-14
1666,2106,1022,Bank Transfer,2023-03-10
1667,4383,718,Bank Transfer,2024-07-08
1668,3136,1214,Crypto,2023-03-15
1669,634,669,Credit Card,2025-01-04
1670,3899,423,PayPal,2024-08-18
1671,1543,860,Cash,2025-01-19
1672,3331,921,Cash,2023-05-10
1673,3504,671,Crypto,2023-12-10
1674,1023,1931,Crypto,2023-10-13
1675,1671,533,Credit Card,2024-03-31
1676,2263,1993,PayPal,2023-08-04
1677,2695,111,PayPal,2024-07-16
1678,4947,1060,Cash,2023-06-16
1679,1493,1068,Crypto,2023-10-16
1680,404,1831,Crypto,2024-07-08
1681,4921,1609,Credit Card,2023-08-31
1682,101,1549,Crypto,2024-07-16
1683,3960,767,Bank Transfer,2024-08-14
1684,1546,482,Bank Transfer,2024-05-03
1685,2526,948,Bank Transfer,2024-09-16
1686,2723,1446,Cash,2024-03-02
1687,1406,1468,Crypto,2024-09-22
1688,1389,1081,PayPal,2023-08-15
1689,3512,259,Credit Card,2024-04-09
1690,3605,1072,Cash,2023-10-21
1691,3171,105,Crypto,2023-03-26
1692,3564,223,Crypto,2023-11-22
1693,1431,1592,Bank Transfer,2024-09-22
1694,442,849,Cash,2023-08-21
1695,3262,1119,Crypto,2024-10-11
1696,4112,362,Bank Transfer,2024-12-22
1697,1323,995,Bank Transfer,2024-04-03
1698,1153,108,Cash,2023-03-26
1699,1586,769,Cash,2023-08-20
1700,4186,653,PayPal,2024-11-08
1701,4716,514,Cash,2024-11-26
1702,345,1923,Cash,2024-03-18
1703,3831,407,Bank Transfer,2023-03-22
1704,1732,347,Crypto,2025-02-10
1705,1452,1466,Crypto,2023-04-22
1706,115,246,Credit Card,2023-08-10
1707,1977,1809,Crypto,2025-01-28
1708,3933,1741,PayPal,2024-05-26
1709,4700,221,Crypto,2024-09-15
1710,2200,1157,Cash,2023-10-03
1711,2005,447,Cash,2023-02-15
1712,2622,1367,Bank Transfer,2023-07-21
1713,4308,450,Bank Transfer,2023-10-26
1714,80,1764,Crypto,2024-05-23
1715,470,1949,Credit Card,2024-01-13
1716,3237,536,Cash,2024-10-30
1717,2466,854,Bank Transfer,2023-08-23
1718,3710,1904,Credit Card,2024-01-02
1719,653,1305,Bank Transfer,2023-11-03
1720,2134,1351,Credit Card,2025-01-06
1721,4031,1792,Credit Card,2023-12-31
1722,2118,1709,Bank Transfer,2023-11-18
1723,3068,512,PayPal,2024-09-07
1724,3161,757,Credit Card,2023-05-20
1725,1143,626,Credit Card,2023-07-20
1726,1336,760,PayPal,2023-09-22
1727,3672,1774,Cash,2023-11-15
1728,1443,1619,Crypto,2023-10-18
1729,2772,528,Crypto,2023-07-08
1730,1221,1744,PayPal,2024-10-30
1731,2554,1712,Crypto,2024-01-03
1732,2846,999,Cash,2024-12-19
1733,4846,943,PayPal,2025-01-29
1734,2488,1872,PayPal,2023-09-16
1735,3032,1946,Credit Card,2024-09-17
1736,4463,645,Credit Card,2023-08-28
1737,3537,1027,Credit Card,2024-10-26
1738,4572,734,PayPal,2024-09-10
1739,2419,1374,Cash,2023-08-05
1740,3091,1610,Crypto,2023-10-04
1741,3089,722,Credit Card,2024-04-27
1742,3712,1473,Credit Card,2024-09-28
1743,4197,344,Credit Card,2024-06-12
1744,4533,1455,Bank Transfer,2024-10-30
1745,2982,1365,Credit Card,2023-11-27
1746,4587,112,Cash,2023-02-19
1747,4171,1029,Cash,2024-09-10
1748,4745,1372,Cash,2024-03-14
1749,4062,1460,Credit Card,2023-09-10
1750,2356,1133,Bank Transfer,2025-01-18
1751,777,151,Bank Transfer,2024-01-28
1752,813,457,Credit Card,2024-01-22
1753,2180,404,Bank Transfer,2024-04-12
1754,4269,175,Credit Card,2024-11-24
1755,133,1922,Crypto,2024-10-14
1756,3785,1436,PayPal,2024-01-29
1757,4953,1843,Crypto,2024-04-16
1758,2779,72,Cash,2025-01-16
1759,4413,1437,Cash,2024-07-09
1760,2876,1839,Bank Transfer,2024-09-01
1761,2767,1203,Crypto,2024-06-20
1762,3954,1790,Credit Card,2024-02-12
1763,4667,1934,Credit Card,2024-02-15
1764,3290,558,Bank Transfer,2023-10-27
1765,2109,885,Crypto,2024-03-27
1766,4833,1969,Credit Card,2024-03-13
1767,831,1721,Crypto,2023-09-25
1768,2057,551,Bank Transfer,2023-07-22
1769,2133,1246,PayPal,2024-03-27
1770,1693,940,Crypto,2023-12-10
1771,3687,156,Cash,2023-05-10
1772,3009,332,Credit Card,2023-05-17
1773,1159,1322,PayPal,2024-12-24
1774,3768,811,PayPal,2024-05-23
1775,4137,503,PayPal,2023-08-09
1776,1837,980,Cash,2023-10-13
1777,2471,1539,Cash,2023-06-20
1778,440,92,Cash,2024-06-14
1779,7,1245,Crypto,2024-09-23
1780,3351,1472,Crypto,2023-11-10
1781,2063,1638,Crypto,2023-02-14
1782,2930,1868,Bank Transfer,2024-10-26
1783,2770,495,Cash,2023-05-29
1784,945,1651,Bank Transfer,2024-12-04
1785,1189,389,PayPal,2024-04-06
1786,4270,701,Cash,2023-11-16
1787,38,805,Cash,2024-02-29
1788,1869,142,Bank Transfer,2024-04-19
1789,4334,1132,Cash,2024-05-08
1790,903,514,Bank Transfer,2023-04-12
1791,2296,1698,Bank Transfer,2023-03-05
1792,4835,1584,Crypto,2024-05-03
1793,4751,215,Cash,2023-11-26
1794,1992,1737,Credit Card,2024-01-10
1795,3812,839,Bank Transfer,2023-12-25
1796,4677,539,Crypto,2024-10-15
1797,3896,1589,Bank Transfer,2024-06-06
1798,4294,710,PayPal,2024-08-01
1799,1483,1215,PayPal,2023-11-13
1800,3775,906,Bank Transfer,2024-12-26
1801,25,310,Cash,2024-04-24
1802,665,336,PayPal,2023-09-15
1803,2729,778,Cash,2023-12-24
1804,2973,1644,Credit Card,2023-03-28
1805,2268,1372,PayPal,2024-06-26
1806,2573,341,PayPal,2024-11-14
1807,197,248,Crypto,2024-02-22
1808,4394,232,Bank Transfer,2024-04-19
1809,4481,1873,Crypto,2023-08-28
1810,4433,517,Credit Card,2024-11-12
1811,2114,1419,Crypto,2023-05-30
1812,888,1521,Bank Transfer,2024-11-27
1813,1142,417,Credit Card,2024-11-18
1814,2350,1699,Bank Transfer,2023-08-28
1815,3125,950,Cash,2023-02-14
1816,3406,171,Bank Transfer,2023-06-07
1817,2724,1872,Cash,2023-10-24
1818,3145,1293,Cash,2023-12-11
1819,4410,1588,PayPal,2023-05-25
1820,3416,1003,PayPal,2024-06-25
1821,2211,422,PayPal,2024-05-22
1822,3305,684,Credit Card,2023-07-20
1823,1253,1239,Credit Card,2023-04-21
1824,976,1839,Credit Card,2024-12-09
1825,4127,1804,Cash,2024-07-03
1826,3606,1668,Bank Transfer,2023-05-30
1827,3279,441,Crypto,2024-06-06
1828,4169,395,PayPal,2023-08-14
1829,1893,537,Bank Transfer,2023-09-12
1830,2845,762,Credit Card,2024-10-21
1831,105,784,PayPal,2025-01-18
1832,2235,170,Bank Transfer,2024-02-18
1833,4183,1507,Credit Card,2024-07-18
1834,4659,1388,PayPal,2024-12-06
1835,4968,1922,Bank Transfer,2023-04-01
1836,576,584,Crypto,2023-03-23
1837,4755,758,Crypto,2023-06-18
1838,262,788,PayPal,2024-10-08
1839,564,757,Credit Card,2024-12-08
1840,3829,1032,Crypto,2024-12-11
1841,4941,479,PayPal,2023-05-19
1842,4617,1889,PayPal,2023-05-24
1843,3700,1265,Cash,2023-11-27
1844,197,283,Crypto,2023-05-03
1845,162,787,Credit Card,2024-02-03
1846,1964,705,Crypto,2024-09-29
1847,1709,827,Bank Transfer,2024-04-03
1848,2445,1378,Crypto,2023-04-06
1849,3430,285,PayPal,2023-09-21
1850,4034,233,Cash,2024-04-26
1851,2762,516,Bank Transfer,2024-04-09
1852,1107,1641,Cash,2024-01-01
1853,4295,722,Crypto,2024-12-17
1854,2934,1531,Credit Card,2024-05-11
1855,59,1560,PayPal,2024-12-01
1856,4475,1615,Cash,2024-01-06
1857,3293,911,Crypto,2023-07-12
1858,4222,534,Crypto,2023-08-20
1859,4168,1592,Crypto,2023-06-02
1860,1806,1010,PayPal,2024-09-13
1861,3026,571,Bank Transfer,2023-02-17
1862,4320,195,Crypto,2023-05-26
1863,588,693,Bank Transfer,2024-05-08
1864,2235,901,Bank Transfer,2024-05-08
1865,109,667,Bank Transfer,2024-09-05
1866,1655,1956,Cash,2023-10-04
1867,3246,1646,Crypto,2023-09-18
1868,213,1744,Crypto,2024-07-20
1869,4746,810,Credit Card,2024-03-28
1870,4530,874,Cash,2024-01-04
1871,2237,56,Crypto,2024-10-29
1872,3439,823,Credit Card,2024-03-29
1873,111,1127,PayPal,2024-01-20
1874,1279,1759,Credit Card,2024-12-22
1875,1254,733,Cash,2024-04-25
1876,2330,1679,Crypto,2023-12-19
1877,2274,1493,Cash,2024-04-30
1878,3768,1925,Crypto,2024-08-04
1879,2120,858,Cash,2025-01-22
1880,996,935,Cash,2025-01-05
1881,2651,288,Credit Card,2025-01-13
1882,3151,983,Crypto,2023-11-27
1883,1623,691,Credit Card,2023-12-18
1884,1505,1647,PayPal,2024-12-06
1885,1602,1926,Bank Transfer,2024-09-02
1886,93,871,Credit Card,2023-04-26
1887,3597,959,Bank Transfer,2024-08-06
1888,4958,1693,Credit Card,2024-05-08
1889,866,1134,PayPal,2024-01-05
1890,4033,313,Crypto,2023-05-14
1891,3167,1841,Cash,2024-08-03
1892,2641,1115,Credit Card,2025-01-12
1893,613,532,Bank Transfer,2024-05-12
1894,166,907,PayPal,2023-03-28
1895,3601,1991,Credit Card,2024-04-30
1896,3643,426,Credit Card,2024-08-06
1897,3472,104,Credit Card,2023-06-03
1898,985,496,Crypto,2025-01-15
1899,4117,1866,Crypto,2024-11-14
1900,4333,831,Crypto,2023-06-20
1901,1305,673,Credit Card,2024-02-16
1902,3271,463,PayPal,2023-12-17
1903,958,885,Cash,2023-03-25
1904,4606,1077,Bank Transfer,2023-12-29
1905,3805,1680,Crypto,2023-09-01
1906,4782,1474,Crypto,2023-04-14
1907,554,1193,Bank Transfer,2023-03-01
1908,244,230,Cash,2024-04-28
1909,3749,1768,Cash,2023-06-16
1910,3537,1492,PayPal,2024-04-13
1911,4839,1356,Crypto,2023-04-27
1912,2783,332,PayPal,2024-12-07
1913,749,1859,Crypto,2023-12-27
1914,1165,1849,Cash,2025-02-09
1915,3061,1287,Cash,2023-09-11
1916,942,55,Crypto,2023-02-14
1917,4079,172,Cash,2023-08-17
1918,516,848,Crypto,2024-12-17
1919,1974,1068,Bank Transfer,2024-10-08
1920,561,1932,Cash,2024-11-09
1921,4819,694,Cash,2024-02-03
1922,604,692,Credit Card,2023-07-02
1923,4465,1282,Cash,2023-06-14
1924,3783,616,Cash,2024-03-23
1925,4224,1933,Credit Card,2024-02-13
1926,4948,359,PayPal,2024-08-14
1927,1199,829,Credit Card,2024-08-10
1928,3097,559,PayPal,2024-08-29
1929,3539,134,Crypto,2024-10-20
1930,4625,1619,Cash,2023-05-19
1931,3593,598,Crypto,2023-05-06
1932,2244,447,Cash,2024-06-22
1933,407,1121,Crypto,2024-02-22
1934,3395,1597,PayPal,2024-07-03
1935,3790,1318,Cash,2024-02-23
1936,4608,56,Cash,2024-08-13
1937,4218,1912,Cash,2023-05-02
1938,1267,1010,Cash,2023-03-14
1939,3357,1213,Credit Card,2024-04-13
1940,2319,1271,Bank Transfer,2024-05-30
1941,3362,610,Crypto,2024-11-27
1942,1899,295,Credit Card,2024-05-06
1943,2505,1165,Cash,2024-02-10
1944,2195,1625,Bank Transfer,2023-03-07
1945,354,1092,Cash,2024-05-25
1946,2833,514,Crypto,2024-07-03
1947,1992,418,PayPal,2024-08-20
1948,3412,437,Crypto,2023-08-13
1949,2114,544,PayPal,2025-01-28
1950,4762,182,Cash,2023-05-20
1951,3830,489,Bank Transfer,2024-08-31
1952,2886,1860,Crypto,2023-04-11
1953,4951,316,Crypto,2024-04-22
1954,3545,1563,Credit Card,2023-09-01
1955,2916,1199,Bank Transfer,2024-10-16
1956,1651,163,Cash,2023-09-11
1957,1558,1789,Crypto,2024-01-09
1958,2162,666,PayPal,2024-05-16
1959,1273,906,Crypto,2024-06-03
1960,4703,1693,Crypto,2024-05-23
1961,4593,1594,Bank Transfer,2024-05-23
1962,4733,1424,Credit Card,2023-08-09
1963,712,960,Bank Transfer,2024-11-06
1964,3991,681,Credit Card,2023-07-30
1965,1199,170,Bank Transfer,2024-09-05
1966,1058,290,Cash,2023-03-12
1967,3444,1388,PayPal,2023-12-15
1968,3662,1786,Bank Transfer,2024-08-19
1969,1479,795,Credit Card,2023-06-28
1970,1969,399,Cash,2024-03-20
1971,2839,1334,Bank Transfer,2023-07-05
1972,1220,67,Credit Card,2023-08-17
1973,3576,1220,Cash,2023-04-24
1974,2079,1718,Crypto,2024-05-12
1975,4052,1235,Bank Transfer,2024-11-17
1976,3431,474,Credit Card,2024-09-20
1977,3820,1305,Cash,2024-05-26
1978,1559,191,Crypto,2024-10-24
1979,4460,876,Crypto,2024-03-23
1980,1640,1993,Cash,2024-02-02
1981,1674,1879,Credit Card,2024-08-17
1982,1070,1303,Credit Card,2023-05-20
1983,2843,1816,Bank Transfer,2024-10-07
1984,4397,510,Crypto,2023-06-25
1985,2650,428,Bank Transfer,2023-05-16
1986,1612,961,PayPal,2023-02-24
1987,4895,1124,PayPal,2024-06-25
1988,1517,1552,Credit Card,2023-09-08
1989,3894,740,Bank Transfer,2023-02-28
1990,3445,820,Bank Transfer,2023-07-26
1991,3248,307,Bank Transfer,2023-06-13
1992,2307,1794,Credit Card,2024-02-04
1993,2781,125,Cash,2024-09-14
1994,2091,926,PayPal,2023-11-29
1995,3644,544,Crypto,2024-05-09
1996,3776,1765,Credit Card,2024-05-31
1997,1977,1414,Cash,2024-11-20
1998,822,1884,PayPal,2023-07-16
1999,294,834,PayPal,2024-05-11
2000,4975,1618,Cash,2023-11-29
2001,2751,1000,Cash,2023-07-14
2002,2797,1578,PayPal,2023-07-01
2003,3556,1406,Crypto,2024-06-19
2004,454,1838,Crypto,2024-10-20
2005,2488,1485,Bank Transfer,2023-08-28
2006,3108,1965,Cash,2024-10-29
2007,2460,553,Crypto,2024-10-16
2008,792,622,Bank Transfer,2023-03-08
2009,4968,694,Cash,2023-12-13
2010,3156,554,Credit Card,2024-04-25
2011,416,1203,PayPal,2023-12-20
2012,3910,1495,Credit Card,2023-11-18
2013,3572,1880,Cash,2023-04-17
2014,1050,1858,Crypto,2023-09-08
2015,3267,813,Cash,2023-07-12
2016,2783,1308,PayPal,2023-12-26
2017,714,834,Bank Transfer,2024-02-17
2018,4838,952,Crypto,2024-07-01
2019,2097,1866,PayPal,2024-03-20
2020,2155,1306,Bank Transfer,2024-12-17
2021,2036,229,Credit Card,2024-07-27
2022,3615,1394,Cash,2023-12-24
2023,999,440,Cash,2023-07-31
2024,2421,1206,Crypto,2024-05-31
2025,1419,994,Cash,2024-07-07
2026,3178,178,Credit Card,2024-10-17
2027,1071,1419,Credit Card,2024-04-03
2028,2044,1900,PayPal,2023-04-27
2029,833,1226,Bank Transfer,2024-10-13
2030,4941,1466,Bank Transfer,2023-07-02
2031,3584,235,Credit Card,2023-09-01
2032,4458,584,PayPal,2024-08-15
2033,4977,1539,Credit Card,2024-10-22
2034,2139,879,Bank Transfer,2024-06-19
2035,3717,1318,PayPal,2023-07-26
2036,2620,1414,Crypto,2023-05-10
2037,4480,1193,Cash,2023-03-30
2038,506,1205,Crypto,2023-12-29
2039,2657,1529,Crypto,2024-06-18
2040,3329,1595,Crypto,2023-09-16
2041,3794,925,Cash,2024-02-11
2042,394,1498,Crypto,2024-06-07
2043,4546,1100,Credit Card,2024-02-14
2044,4729,444,Bank Transfer,2023-08-09
2045,1902,458,Crypto,2025-01-12
2046,2581,1125,Crypto,2023-06-09
2047,933,1025,Crypto,2025-02-08
2048,2915,1026,Bank Transfer,2023-02-28
2049,1177,890,PayPal,2023-10-12
2050,2821,1121,Bank Transfer,2023-05-14
2051,2809,1304,Crypto,2023-04-14
2052,1020,1070,Crypto,2023-09-14
